FrozenTrial(number=0, state=TrialState.COMPLETE, values=[0.719], datetime_start=datetime.datetime(2024, 3, 13, 19, 24, 22, 449985), datetime_complete=datetime.datetime(2024, 3, 13, 19, 28, 51, 47972), params={'lr': 0.014917010786942523, 'tblr': 0.020603526123404214, 'tbwd': 4.084369150872189e-05, 'tpwd': 2.768007534753861e-05, 'lw': 0.4504013758888913, 'layer_num': 32, 'dropout': 0.16715340924650374}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=0, value=None)
FrozenTrial(number=11, state=TrialState.COMPLETE, values=[0.721], datetime_start=datetime.datetime(2024, 3, 13, 20, 26, 35, 159020), datetime_complete=datetime.datetime(2024, 3, 13, 20, 34, 9, 871628), params={'lr': 0.043225219642300625, 'tblr': 0.001005867266859842, 'tbwd': 9.627218283712939e-05, 'tpwd': 9.918611397637072e-05, 'lw': 0.06712502482561453, 'layer_num': 64, 'dropout': 0.795695914809261}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=11, value=None)
FrozenTrial(number=12, state=TrialState.COMPLETE, values=[0.735], datetime_start=datetime.datetime(2024, 3, 13, 20, 34, 9, 873527), datetime_complete=datetime.datetime(2024, 3, 13, 20, 42, 49, 86517), params={'lr': 0.0022109344866759343, 'tblr': 0.04631743635665645, 'tbwd': 1.9012275198374472e-06, 'tpwd': 7.478758725296304e-05, 'lw': 0.15279597565476485, 'layer_num': 64, 'dropout': 0.5873111526261339}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=12, value=None)
FrozenTrial(number=13, state=TrialState.COMPLETE, values=[0.724], datetime_start=datetime.datetime(2024, 3, 13, 20, 42, 49, 88106), datetime_complete=datetime.datetime(2024, 3, 13, 20, 48, 14, 246005), params={'lr': 0.0011985897126238854, 'tblr': 0.03950214252832795, 'tbwd': 2.6844567802883925e-06, 'tpwd': 7.350943161039048e-05, 'lw': 0.40650592937935615, 'layer_num': 32, 'dropout': 0.5558141158182364}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=13, value=None)
FrozenTrial(number=14, state=TrialState.COMPLETE, values=[0.731], datetime_start=datetime.datetime(2024, 3, 13, 20, 48, 14, 247895), datetime_complete=datetime.datetime(2024, 3, 13, 20, 53, 28, 175130), params={'lr': 0.0026631942560970275, 'tblr': 0.023059852361432848, 'tbwd': 1.5960277071587153e-05, 'tpwd': 7.5393255757447e-05, 'lw': 0.09723845099007529, 'layer_num': 32, 'dropout': 0.546212286621848}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=14, value=None)
FrozenTrial(number=15, state=TrialState.COMPLETE, values=[0.717], datetime_start=datetime.datetime(2024, 3, 13, 20, 53, 28, 176595), datetime_complete=datetime.datetime(2024, 3, 13, 21, 5, 3, 867912), params={'lr': 0.0017901383185940647, 'tblr': 0.049522205427479746, 'tbwd': 1.697910647908246e-05, 'tpwd': 1.6288076227303418e-06, 'lw': 0.18876263408771934, 'layer_num': 64, 'dropout': 0.5074959938465211}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=15, value=None)
FrozenTrial(number=16, state=TrialState.COMPLETE, values=[0.728], datetime_start=datetime.datetime(2024, 3, 13, 21, 5, 3, 869596), datetime_complete=datetime.datetime(2024, 3, 13, 21, 16, 57, 649385), params={'lr': 0.003752139290156227, 'tblr': 0.014545943573965473, 'tbwd': 1.4155161302034391e-05, 'tpwd': 6.162674660039461e-05, 'lw': 0.02074720640302935, 'layer_num': 64, 'dropout': 0.6549800386204929}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=16, value=None)
FrozenTrial(number=17, state=TrialState.COMPLETE, values=[0.738], datetime_start=datetime.datetime(2024, 3, 13, 21, 16, 57, 651390), datetime_complete=datetime.datetime(2024, 3, 13, 21, 23, 23, 679880), params={'lr': 0.0018040265948456335, 'tblr': 0.027739177975822253, 'tbwd': 3.179597143581267e-05, 'tpwd': 8.410526288131556e-05, 'lw': 0.376767816271643, 'layer_num': 32, 'dropout': 0.34989443047561697}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=17, value=None)
FrozenTrial(number=18, state=TrialState.COMPLETE, values=[0.6970000000000001], datetime_start=datetime.datetime(2024, 3, 13, 21, 23, 23, 681750), datetime_complete=datetime.datetime(2024, 3, 13, 21, 29, 1, 738873), params={'lr': 0.001371470277781217, 'tblr': 0.028580156897315395, 'tbwd': 4.029459777220564e-05, 'tpwd': 8.397278616723987e-05, 'lw': 0.5275937089602948, 'layer_num': 16, 'dropout': 0.3601054292467314}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=18, value=None)
FrozenTrial(number=19, state=TrialState.COMPLETE, values=[0.723], datetime_start=datetime.datetime(2024, 3, 13, 21, 29, 1, 740701), datetime_complete=datetime.datetime(2024, 3, 13, 21, 35, 54, 269686), params={'lr': 0.0017952740151848346, 'tblr': 0.009602949329979679, 'tbwd': 7.494186901769006e-05, 'tpwd': 5.919445586631624e-05, 'lw': 0.37076253328667863, 'layer_num': 32, 'dropout': 0.10514500700191587}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=19, value=None)
FrozenTrial(number=20, state=TrialState.COMPLETE, values=[0.735], datetime_start=datetime.datetime(2024, 3, 13, 21, 35, 54, 271517), datetime_complete=datetime.datetime(2024, 3, 13, 21, 47, 28, 511241), params={'lr': 0.0019468531845853048, 'tblr': 0.03090649829337746, 'tbwd': 3.0489730633375245e-05, 'tpwd': 8.361047746317592e-05, 'lw': 0.566153341802458, 'layer_num': 64, 'dropout': 0.6315504848113853}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=20, value=None)
FrozenTrial(number=21, state=TrialState.COMPLETE, values=[0.735], datetime_start=datetime.datetime(2024, 3, 13, 21, 47, 28, 512951), datetime_complete=datetime.datetime(2024, 3, 13, 21, 59, 10, 696941), params={'lr': 0.0019448035068845558, 'tblr': 0.03050982326192021, 'tbwd': 3.088452190910964e-05, 'tpwd': 8.460562437584442e-05, 'lw': 0.6594940400270988, 'layer_num': 64, 'dropout': 0.6399700094207373}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=21, value=None)
FrozenTrial(number=22, state=TrialState.COMPLETE, values=[0.709], datetime_start=datetime.datetime(2024, 3, 13, 21, 59, 10, 698903), datetime_complete=datetime.datetime(2024, 3, 13, 22, 10, 51, 465274), params={'lr': 0.0010119859815105226, 'tblr': 0.013117073241942178, 'tbwd': 4.865827599636313e-05, 'tpwd': 8.212538450864842e-05, 'lw': 0.5825228273124805, 'layer_num': 64, 'dropout': 0.6955029606953541}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=22, value=None)
FrozenTrial(number=23, state=TrialState.COMPLETE, values=[0.731], datetime_start=datetime.datetime(2024, 3, 13, 22, 10, 51, 467268), datetime_complete=datetime.datetime(2024, 3, 13, 22, 21, 16, 627531), params={'lr': 0.0015821011907144608, 'tblr': 0.03125371452266214, 'tbwd': 2.5752699610222775e-05, 'tpwd': 5.8679926745628777e-05, 'lw': 0.44339222653791677, 'layer_num': 64, 'dropout': 0.5887836709693518}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=23, value=None)
FrozenTrial(number=24, state=TrialState.COMPLETE, values=[0.734], datetime_start=datetime.datetime(2024, 3, 13, 22, 21, 16, 629432), datetime_complete=datetime.datetime(2024, 3, 13, 22, 32, 33, 743707), params={'lr': 0.002242568974733462, 'tblr': 0.038354177085926804, 'tbwd': 5.347698690109673e-05, 'tpwd': 6.633118598512808e-05, 'lw': 0.5432915874722286, 'layer_num': 64, 'dropout': 0.4893200316855796}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=24, value=None)
FrozenTrial(number=25, state=TrialState.COMPLETE, values=[0.728], datetime_start=datetime.datetime(2024, 3, 13, 22, 32, 33, 745619), datetime_complete=datetime.datetime(2024, 3, 13, 22, 44, 16, 765488), params={'lr': 0.003659112013614754, 'tblr': 0.04897012992218342, 'tbwd': 3.32215192508969e-05, 'tpwd': 8.866069489057635e-05, 'lw': 0.33307130960038944, 'layer_num': 64, 'dropout': 0.34249068387966153}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=25, value=None)
