FrozenTrial(number=0, state=TrialState.COMPLETE, values=[0.9510000000000001], datetime_start=datetime.datetime(2024, 3, 17, 13, 34, 35, 914369), datetime_complete=datetime.datetime(2024, 3, 17, 13, 53, 28, 763972), params={'lr': 0.01050068658160595, 'tblr': 0.018298216943603552, 'tbwd': 7.638477421192094e-05, 'tpwd': 9.990252651180576e-05, 'lw': 0.696512110604119, 'layer_num': 64, 'dropout': 0.11296517684105094}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=0, value=None)
FrozenTrial(number=11, state=TrialState.COMPLETE, values=[0.9510000000000001], datetime_start=datetime.datetime(2024, 3, 17, 15, 22, 27, 10273), datetime_complete=datetime.datetime(2024, 3, 17, 15, 34, 13, 704855), params={'lr': 0.048995862200185966, 'tblr': 0.017814144925888273, 'tbwd': 1.0935694687612227e-05, 'tpwd': 3.08231289157464e-05, 'lw': 0.2655012676655459, 'layer_num': 64, 'dropout': 0.3029435744497413}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=11, value=None)
FrozenTrial(number=12, state=TrialState.COMPLETE, values=[0.9480000000000001], datetime_start=datetime.datetime(2024, 3, 17, 15, 34, 13, 706278), datetime_complete=datetime.datetime(2024, 3, 17, 15, 52, 4, 910900), params={'lr': 0.009105243464727656, 'tblr': 0.026747013864956173, 'tbwd': 7.863172304125096e-05, 'tpwd': 3.595043782341556e-05, 'lw': 0.48915395873877277, 'layer_num': 64, 'dropout': 0.28756108903095146}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=12, value=None)
FrozenTrial(number=13, state=TrialState.COMPLETE, values=[0.9490000000000001], datetime_start=datetime.datetime(2024, 3, 17, 15, 52, 4, 912420), datetime_complete=datetime.datetime(2024, 3, 17, 16, 9, 38, 179397), params={'lr': 0.006380025511799615, 'tblr': 0.011034271620540244, 'tbwd': 5.757077026978753e-05, 'tpwd': 1.001473265544751e-05, 'lw': 0.20522405805990424, 'layer_num': 64, 'dropout': 0.27749081134812925}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=13, value=None)
FrozenTrial(number=14, state=TrialState.COMPLETE, values=[0.9500000000000001], datetime_start=datetime.datetime(2024, 3, 17, 16, 9, 38, 181066), datetime_complete=datetime.datetime(2024, 3, 17, 16, 18, 17, 147972), params={'lr': 0.024819605113033424, 'tblr': 0.003969000106481773, 'tbwd': 8.429435005236378e-05, 'tpwd': 9.290005012980616e-05, 'lw': 0.36967511249657864, 'layer_num': 32, 'dropout': 0.4988328398800074}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=14, value=None)
FrozenTrial(number=15, state=TrialState.COMPLETE, values=[0.9490000000000001], datetime_start=datetime.datetime(2024, 3, 17, 16, 18, 17, 149150), datetime_complete=datetime.datetime(2024, 3, 17, 16, 35, 35, 898848), params={'lr': 0.007993753076004742, 'tblr': 0.0037260830851961664, 'tbwd': 5.704035102404573e-05, 'tpwd': 3.936257546127876e-05, 'lw': 0.07974920645938866, 'layer_num': 64, 'dropout': 0.3821850919010625}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=15, value=None)
FrozenTrial(number=16, state=TrialState.COMPLETE, values=[0.9500000000000001], datetime_start=datetime.datetime(2024, 3, 17, 16, 35, 35, 900024), datetime_complete=datetime.datetime(2024, 3, 17, 16, 54, 32, 183392), params={'lr': 0.0033596330908336287, 'tblr': 0.028500335864456, 'tbwd': 6.701210886334992e-05, 'tpwd': 1.7736817975740663e-05, 'lw': 0.675863893694044, 'layer_num': 64, 'dropout': 0.20585650539736686}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=16, value=None)
FrozenTrial(number=17, state=TrialState.COMPLETE, values=[0.9500000000000001], datetime_start=datetime.datetime(2024, 3, 17, 16, 54, 32, 184839), datetime_complete=datetime.datetime(2024, 3, 17, 17, 13, 16, 307192), params={'lr': 0.011305064188769863, 'tblr': 0.012848127917392253, 'tbwd': 9.602325035224882e-05, 'tpwd': 9.965403481704613e-05, 'lw': 0.46233637246657877, 'layer_num': 64, 'dropout': 0.5829727001579396}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=17, value=None)
FrozenTrial(number=18, state=TrialState.COMPLETE, values=[0.9490000000000001], datetime_start=datetime.datetime(2024, 3, 17, 17, 13, 16, 308997), datetime_complete=datetime.datetime(2024, 3, 17, 17, 23, 9, 26514), params={'lr': 0.005782374152537863, 'tblr': 0.0010620482154923895, 'tbwd': 5.114907639518763e-05, 'tpwd': 4.890532342107812e-05, 'lw': 0.31171013381725926, 'layer_num': 32, 'dropout': 0.21469050442859583}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=18, value=None)
FrozenTrial(number=19, state=TrialState.COMPLETE, values=[0.916], datetime_start=datetime.datetime(2024, 3, 17, 17, 23, 9, 28191), datetime_complete=datetime.datetime(2024, 3, 17, 17, 24, 40, 435559), params={'lr': 0.031103836691238593, 'tblr': 0.032870843719975625, 'tbwd': 7.898706351284344e-05, 'tpwd': 2.0207992784674644e-05, 'lw': 0.5569758757253511, 'layer_num': 2, 'dropout': 0.34904176471833515}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=19, value=None)
FrozenTrial(number=20, state=TrialState.COMPLETE, values=[0.9490000000000001], datetime_start=datetime.datetime(2024, 3, 17, 17, 24, 40, 437073), datetime_complete=datetime.datetime(2024, 3, 17, 17, 43, 18, 196374), params={'lr': 0.0024631700675166717, 'tblr': 0.009906180184184743, 'tbwd': 1.1621456644973655e-05, 'tpwd': 4.08422770075327e-05, 'lw': 0.16755002251892745, 'layer_num': 64, 'dropout': 0.4594954724068452}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=20, value=None)
FrozenTrial(number=21, state=TrialState.COMPLETE, values=[0.9520000000000001], datetime_start=datetime.datetime(2024, 3, 17, 17, 43, 18, 198162), datetime_complete=datetime.datetime(2024, 3, 17, 18, 1, 53, 888527), params={'lr': 0.004568488910439711, 'tblr': 0.020202120537822534, 'tbwd': 4.251625772746293e-05, 'tpwd': 8.115338626052002e-05, 'lw': 0.30562235271599936, 'layer_num': 64, 'dropout': 0.6672888861067499}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=21, value=None)
FrozenTrial(number=22, state=TrialState.COMPLETE, values=[0.9500000000000001], datetime_start=datetime.datetime(2024, 3, 17, 18, 1, 53, 890472), datetime_complete=datetime.datetime(2024, 3, 17, 18, 20, 36, 250621), params={'lr': 0.004807319284953547, 'tblr': 0.018733245271385878, 'tbwd': 2.5967868963257135e-05, 'tpwd': 9.871391095454432e-05, 'lw': 0.2751428603415226, 'layer_num': 64, 'dropout': 0.6000369296045478}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=22, value=None)
FrozenTrial(number=23, state=TrialState.COMPLETE, values=[0.9490000000000001], datetime_start=datetime.datetime(2024, 3, 17, 18, 20, 36, 252145), datetime_complete=datetime.datetime(2024, 3, 17, 18, 38, 50, 675933), params={'lr': 0.014075749719317248, 'tblr': 0.013618084909753976, 'tbwd': 5.803504874810455e-05, 'tpwd': 7.47346947393795e-05, 'lw': 0.34858735703929106, 'layer_num': 64, 'dropout': 0.10135409394396078}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=23, value=None)
FrozenTrial(number=24, state=TrialState.COMPLETE, values=[0.9480000000000001], datetime_start=datetime.datetime(2024, 3, 17, 18, 38, 50, 677489), datetime_complete=datetime.datetime(2024, 3, 17, 18, 57, 37, 125839), params={'lr': 0.002921890197042628, 'tblr': 0.02289694652706191, 'tbwd': 4.290779664535492e-05, 'tpwd': 8.756024811766858e-05, 'lw': 0.41036564833396105, 'layer_num': 64, 'dropout': 0.6046389715914494}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=24, value=None)
FrozenTrial(number=25, state=TrialState.COMPLETE, values=[0.9510000000000001], datetime_start=datetime.datetime(2024, 3, 17, 18, 57, 37, 127021), datetime_complete=datetime.datetime(2024, 3, 17, 19, 15, 35, 377928), params={'lr': 0.008588591928594815, 'tblr': 0.03593677368729972, 'tbwd': 3.20523537415447e-05, 'tpwd': 7.670704063989828e-05, 'lw': 0.22397325800376888, 'layer_num': 64, 'dropout': 0.45668532063488054}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=25, value=None)
