FrozenTrial(number=0, state=TrialState.COMPLETE, values=[0.846], datetime_start=datetime.datetime(2024, 3, 13, 11, 21, 39, 931603), datetime_complete=datetime.datetime(2024, 3, 13, 11, 28, 41, 881075), params={'lr': 0.04875438326371185, 'tblr': 0.02252873489944714, 'tbwd': 8.075830039082902e-06, 'tpwd': 8.883147246389824e-05, 'lw': 0.4464131959009529, 'layer_num': 64, 'dropout': 0.3920222087388485}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=0, value=None)
FrozenTrial(number=10, state=TrialState.COMPLETE, values=[0.8290000000000001], datetime_start=datetime.datetime(2024, 3, 13, 12, 15, 9, 278322), datetime_complete=datetime.datetime(2024, 3, 13, 12, 26, 45, 52947), params={'lr': 0.003540265644262138, 'tblr': 0.0010686633792468074, 'tbwd': 4.8934630699392746e-05, 'tpwd': 9.58201732389863e-05, 'lw': 0.2678214541477639, 'layer_num': 64, 'dropout': 0.6879794223775927}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=10, value=None)
FrozenTrial(number=11, state=TrialState.COMPLETE, values=[0.8320000000000001], datetime_start=datetime.datetime(2024, 3, 13, 12, 26, 45, 54348), datetime_complete=datetime.datetime(2024, 3, 13, 12, 31, 28, 121049), params={'lr': 0.04904548138402047, 'tblr': 0.04383806728585743, 'tbwd': 1.0981832286851697e-06, 'tpwd': 1.9395133463339908e-06, 'lw': 0.5227688118654809, 'layer_num': 64, 'dropout': 0.35227774401243517}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=11, value=None)
FrozenTrial(number=12, state=TrialState.COMPLETE, values=[0.849], datetime_start=datetime.datetime(2024, 3, 13, 12, 31, 28, 122626), datetime_complete=datetime.datetime(2024, 3, 13, 12, 42, 57, 34565), params={'lr': 0.005324061337852238, 'tblr': 0.019733237893549513, 'tbwd': 4.564924288598011e-05, 'tpwd': 9.491406170650086e-05, 'lw': 0.27216746537245823, 'layer_num': 64, 'dropout': 0.5352172552144665}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=12, value=None)
FrozenTrial(number=13, state=TrialState.COMPLETE, values=[0.737], datetime_start=datetime.datetime(2024, 3, 13, 12, 42, 57, 36112), datetime_complete=datetime.datetime(2024, 3, 13, 12, 52, 12, 145677), params={'lr': 0.0010318441214646912, 'tblr': 0.019588287241305142, 'tbwd': 4.3154514051919535e-05, 'tpwd': 9.590329919453455e-05, 'lw': 0.2525140088985358, 'layer_num': 64, 'dropout': 0.5544878310295074}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=13, value=None)
FrozenTrial(number=14, state=TrialState.COMPLETE, values=[0.8310000000000001], datetime_start=datetime.datetime(2024, 3, 13, 12, 52, 12, 147331), datetime_complete=datetime.datetime(2024, 3, 13, 12, 56, 4, 702603), params={'lr': 0.005734061661835556, 'tblr': 0.0200850896544803, 'tbwd': 6.042702569316141e-05, 'tpwd': 7.907501957411163e-05, 'lw': 0.2552976641063304, 'layer_num': 16, 'dropout': 0.28558868869167675}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=14, value=None)
FrozenTrial(number=15, state=TrialState.COMPLETE, values=[0.8300000000000001], datetime_start=datetime.datetime(2024, 3, 13, 12, 56, 4, 704434), datetime_complete=datetime.datetime(2024, 3, 13, 13, 6, 20, 655932), params={'lr': 0.005364885693741164, 'tblr': 0.013088937968643336, 'tbwd': 3.830842239352162e-05, 'tpwd': 7.850497963412995e-05, 'lw': 0.30047910907844977, 'layer_num': 64, 'dropout': 0.7759076741892688}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=15, value=None)
FrozenTrial(number=16, state=TrialState.COMPLETE, values=[0.8130000000000001], datetime_start=datetime.datetime(2024, 3, 13, 13, 6, 20, 657478), datetime_complete=datetime.datetime(2024, 3, 13, 13, 16, 5, 70338), params={'lr': 0.002047042987014156, 'tblr': 0.024178575062984122, 'tbwd': 9.83886641757164e-05, 'tpwd': 6.582629399221713e-05, 'lw': 0.19855835121330387, 'layer_num': 64, 'dropout': 0.5071853871072229}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=16, value=None)
FrozenTrial(number=17, state=TrialState.COMPLETE, values=[0.849], datetime_start=datetime.datetime(2024, 3, 13, 13, 16, 5, 71835), datetime_complete=datetime.datetime(2024, 3, 13, 13, 27, 52, 452281), params={'lr': 0.007534347041254709, 'tblr': 0.001511873667536303, 'tbwd': 6.0083616253219286e-05, 'tpwd': 9.980822062940443e-05, 'lw': 0.4670595820191036, 'layer_num': 64, 'dropout': 0.6080346973627233}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=17, value=None)
FrozenTrial(number=18, state=TrialState.COMPLETE, values=[0.853], datetime_start=datetime.datetime(2024, 3, 13, 13, 27, 52, 454092), datetime_complete=datetime.datetime(2024, 3, 13, 13, 31, 39, 268875), params={'lr': 0.007511458720381357, 'tblr': 0.0011166462474482355, 'tbwd': 6.815122198751065e-05, 'tpwd': 8.642825412003496e-05, 'lw': 0.5327005519542074, 'layer_num': 16, 'dropout': 0.6659782801745419}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=18, value=None)
FrozenTrial(number=19, state=TrialState.COMPLETE, values=[0.8310000000000001], datetime_start=datetime.datetime(2024, 3, 13, 13, 31, 39, 270727), datetime_complete=datetime.datetime(2024, 3, 13, 13, 35, 32, 57089), params={'lr': 0.003546249265439518, 'tblr': 0.0020872147477219182, 'tbwd': 6.103911301294501e-05, 'tpwd': 8.548606459819291e-05, 'lw': 0.5371873348218261, 'layer_num': 16, 'dropout': 0.7409179581483063}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=19, value=None)
FrozenTrial(number=20, state=TrialState.COMPLETE, values=[0.855], datetime_start=datetime.datetime(2024, 3, 13, 13, 35, 32, 58946), datetime_complete=datetime.datetime(2024, 3, 13, 13, 39, 25, 355555), params={'lr': 0.007545872139401294, 'tblr': 0.0021592934494776895, 'tbwd': 6.772340874492456e-05, 'tpwd': 6.792046488794276e-05, 'lw': 0.17223361232333448, 'layer_num': 16, 'dropout': 0.6812682350280028}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=20, value=None)
FrozenTrial(number=21, state=TrialState.COMPLETE, values=[0.846], datetime_start=datetime.datetime(2024, 3, 13, 13, 39, 25, 357393), datetime_complete=datetime.datetime(2024, 3, 13, 13, 43, 18, 42475), params={'lr': 0.007064794210752256, 'tblr': 0.0010461698347757277, 'tbwd': 7.051485274768405e-05, 'tpwd': 6.758406197217255e-05, 'lw': 0.15230317620194506, 'layer_num': 16, 'dropout': 0.6782944659429844}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=21, value=None)
FrozenTrial(number=22, state=TrialState.COMPLETE, values=[0.837], datetime_start=datetime.datetime(2024, 3, 13, 13, 43, 18, 43788), datetime_complete=datetime.datetime(2024, 3, 13, 13, 47, 8, 229895), params={'lr': 0.003972959958143047, 'tblr': 0.0018558587931462652, 'tbwd': 6.995512461798998e-05, 'tpwd': 8.791752383640803e-05, 'lw': 0.3376564502248588, 'layer_num': 16, 'dropout': 0.6422237921010177}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=22, value=None)
FrozenTrial(number=23, state=TrialState.COMPLETE, values=[0.848], datetime_start=datetime.datetime(2024, 3, 13, 13, 47, 8, 231726), datetime_complete=datetime.datetime(2024, 3, 13, 13, 50, 53, 604537), params={'lr': 0.007550069318857773, 'tblr': 0.005132052335576765, 'tbwd': 5.334816163609111e-05, 'tpwd': 6.638919887104802e-05, 'lw': 0.16134849468516563, 'layer_num': 16, 'dropout': 0.5569777007622153}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=23, value=None)
FrozenTrial(number=24, state=TrialState.COMPLETE, values=[0.854], datetime_start=datetime.datetime(2024, 3, 13, 13, 50, 53, 606357), datetime_complete=datetime.datetime(2024, 3, 13, 13, 54, 46, 59173), params={'lr': 0.00985689166927023, 'tblr': 0.0028847159737788257, 'tbwd': 3.980950176572764e-05, 'tpwd': 8.530045317103294e-05, 'lw': 0.6895262554314767, 'layer_num': 16, 'dropout': 0.7359250554554315}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=24, value=None)
