FrozenTrial(number=0, state=TrialState.COMPLETE, values=[0.81], datetime_start=datetime.datetime(2024, 3, 14, 10, 8, 53, 400796), datetime_complete=datetime.datetime(2024, 3, 14, 10, 16, 27, 759763), params={'lr': 0.02490100209220309, 'tblr': 0.011461533341741421, 'tbwd': 8.641623152949937e-06, 'tpwd': 3.711544108431159e-05, 'lw': 0.18735131653749607, 'layer_num': 64, 'dropout': 0.35272179504499335}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=0, value=None)
FrozenTrial(number=11, state=TrialState.COMPLETE, values=[0.8190000000000001], datetime_start=datetime.datetime(2024, 3, 14, 10, 52, 14, 606794), datetime_complete=datetime.datetime(2024, 3, 14, 10, 55, 17, 541197), params={'lr': 0.010710139461598763, 'tblr': 0.0031408795606918, 'tbwd': 6.504731065024872e-05, 'tpwd': 9.992381046698042e-05, 'lw': 0.47259585112223007, 'layer_num': 16, 'dropout': 0.5445575106206472}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=11, value=None)
FrozenTrial(number=12, state=TrialState.COMPLETE, values=[0.809], datetime_start=datetime.datetime(2024, 3, 14, 10, 55, 17, 542910), datetime_complete=datetime.datetime(2024, 3, 14, 11, 1, 18, 593691), params={'lr': 0.009854021191157756, 'tblr': 0.0031110127031446495, 'tbwd': 1.591521147532255e-05, 'tpwd': 9.926985028461209e-05, 'lw': 0.5380343572287558, 'layer_num': 32, 'dropout': 0.5461500717889984}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=12, value=None)
FrozenTrial(number=13, state=TrialState.COMPLETE, values=[0.792], datetime_start=datetime.datetime(2024, 3, 14, 11, 1, 18, 595257), datetime_complete=datetime.datetime(2024, 3, 14, 11, 5, 8, 756177), params={'lr': 0.003390705876765811, 'tblr': 0.0024209798308821554, 'tbwd': 6.707504654124895e-05, 'tpwd': 9.839205298275806e-05, 'lw': 0.5213984851825124, 'layer_num': 16, 'dropout': 0.587488325301771}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=13, value=None)
FrozenTrial(number=14, state=TrialState.COMPLETE, values=[0.8200000000000001], datetime_start=datetime.datetime(2024, 3, 14, 11, 5, 8, 757869), datetime_complete=datetime.datetime(2024, 3, 14, 11, 8, 4, 680929), params={'lr': 0.010611731475268388, 'tblr': 0.004451003527458652, 'tbwd': 2.6810780486908846e-05, 'tpwd': 7.769628747044573e-05, 'lw': 0.43037877001698366, 'layer_num': 16, 'dropout': 0.42975423675239866}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=14, value=None)
FrozenTrial(number=15, state=TrialState.COMPLETE, values=[0.789], datetime_start=datetime.datetime(2024, 3, 14, 11, 8, 4, 682628), datetime_complete=datetime.datetime(2024, 3, 14, 11, 11, 59, 743392), params={'lr': 0.0030030648579818632, 'tblr': 0.004971479727415655, 'tbwd': 2.7489764267952615e-05, 'tpwd': 8.377405585717991e-05, 'lw': 0.4459998959467724, 'layer_num': 16, 'dropout': 0.437489098295054}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=15, value=None)
FrozenTrial(number=16, state=TrialState.COMPLETE, values=[0.801], datetime_start=datetime.datetime(2024, 3, 14, 11, 11, 59, 745139), datetime_complete=datetime.datetime(2024, 3, 14, 11, 22, 35, 846632), params={'lr': 0.012707360283757234, 'tblr': 0.003993695306036535, 'tbwd': 7.721709996699053e-05, 'tpwd': 7.604302131635927e-05, 'lw': 0.28922760842984574, 'layer_num': 64, 'dropout': 0.6479942185229479}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=16, value=None)
FrozenTrial(number=17, state=TrialState.COMPLETE, values=[0.788], datetime_start=datetime.datetime(2024, 3, 14, 11, 22, 35, 848334), datetime_complete=datetime.datetime(2024, 3, 14, 11, 29, 13, 636524), params={'lr': 0.00318075440339565, 'tblr': 0.007047721701969425, 'tbwd': 5.361034999672571e-05, 'tpwd': 9.280365670776846e-05, 'lw': 0.2559481690637603, 'layer_num': 32, 'dropout': 0.4384788955553884}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=17, value=None)
FrozenTrial(number=18, state=TrialState.COMPLETE, values=[0.81], datetime_start=datetime.datetime(2024, 3, 14, 11, 29, 13, 638376), datetime_complete=datetime.datetime(2024, 3, 14, 11, 30, 4, 657319), params={'lr': 0.047146327241863996, 'tblr': 0.0018533824102482037, 'tbwd': 2.6812991595853717e-05, 'tpwd': 7.213439343671689e-05, 'lw': 0.4602032365434215, 'layer_num': 2, 'dropout': 0.6487580888688447}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=18, value=None)
FrozenTrial(number=19, state=TrialState.COMPLETE, values=[0.808], datetime_start=datetime.datetime(2024, 3, 14, 11, 30, 4, 658549), datetime_complete=datetime.datetime(2024, 3, 14, 11, 32, 35, 706518), params={'lr': 0.014085457973574083, 'tblr': 0.04384237765899163, 'tbwd': 9.11388693800337e-05, 'tpwd': 9.05564919588654e-05, 'lw': 0.5807596499474829, 'layer_num': 16, 'dropout': 0.4893065363040897}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=19, value=None)
FrozenTrial(number=20, state=TrialState.COMPLETE, values=[0.801], datetime_start=datetime.datetime(2024, 3, 14, 11, 32, 35, 708284), datetime_complete=datetime.datetime(2024, 3, 14, 11, 36, 16, 894147), params={'lr': 0.004692203946650375, 'tblr': 0.006978382684774777, 'tbwd': 7.435326658453874e-05, 'tpwd': 5.006180802472924e-05, 'lw': 0.36341211344052565, 'layer_num': 16, 'dropout': 0.3844420216045551}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=20, value=None)
FrozenTrial(number=21, state=TrialState.COMPLETE, values=[0.8150000000000001], datetime_start=datetime.datetime(2024, 3, 14, 11, 36, 16, 895907), datetime_complete=datetime.datetime(2024, 3, 14, 11, 40, 0, 447440), params={'lr': 0.008091852241846232, 'tblr': 0.0010213873937608543, 'tbwd': 1.2406987242418256e-05, 'tpwd': 6.152883528639192e-05, 'lw': 0.59490572502721, 'layer_num': 16, 'dropout': 0.19207325873654552}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=21, value=None)
FrozenTrial(number=22, state=TrialState.COMPLETE, values=[0.8170000000000001], datetime_start=datetime.datetime(2024, 3, 14, 11, 40, 0, 449199), datetime_complete=datetime.datetime(2024, 3, 14, 11, 43, 1, 123259), params={'lr': 0.009403369032839053, 'tblr': 0.0020937827489941867, 'tbwd': 1.8878311879375378e-05, 'tpwd': 6.662804729132247e-05, 'lw': 0.49395775253322394, 'layer_num': 16, 'dropout': 0.22475488174022823}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=22, value=None)
FrozenTrial(number=23, state=TrialState.COMPLETE, values=[0.8180000000000001], datetime_start=datetime.datetime(2024, 3, 14, 11, 43, 1, 124936), datetime_complete=datetime.datetime(2024, 3, 14, 11, 46, 25, 603659), params={'lr': 0.012548910662594233, 'tblr': 0.0015234704672709076, 'tbwd': 4.896685864434828e-06, 'tpwd': 7.892170445045822e-05, 'lw': 0.41183392223963855, 'layer_num': 16, 'dropout': 0.629094388224595}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=23, value=None)
FrozenTrial(number=24, state=TrialState.COMPLETE, values=[0.758], datetime_start=datetime.datetime(2024, 3, 14, 11, 46, 25, 605388), datetime_complete=datetime.datetime(2024, 3, 14, 11, 50, 16, 41434), params={'lr': 0.0019099848044790155, 'tblr': 0.003420337020665979, 'tbwd': 2.246649322902304e-05, 'tpwd': 5.50353881771744e-05, 'lw': 0.6976536066618393, 'layer_num': 16, 'dropout': 0.4866586404097617}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=24, value=None)
FrozenTrial(number=25, state=TrialState.COMPLETE, values=[0.8170000000000001], datetime_start=datetime.datetime(2024, 3, 14, 11, 50, 16, 43232), datetime_complete=datetime.datetime(2024, 3, 14, 11, 53, 55, 698620), params={'lr': 0.0066494872217562236, 'tblr': 0.0031252383097532064, 'tbwd': 3.613576046745087e-05, 'tpwd': 9.189956612329376e-05, 'lw': 0.5680755983820284, 'layer_num': 16, 'dropout': 0.38253082840881003}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=25, value=None)
